num_images,success_rate_base,success_rate_anchor,success_rate_clean,mean_alpha,median_alpha,mean_key,median_key,mean_height,median_height,mean_width,median_width,mean_pixel_mse_anchor,median_pixel_mse_anchor,mean_pixel_mse_clean,median_pixel_mse_clean,mean_psnr_anchor,median_psnr_anchor,mean_ssim_anchor,median_ssim_anchor,mean_psnr_clean,median_psnr_clean,mean_ssim_clean,median_ssim_clean,mean_vae_mse_anchor,median_vae_mse_anchor,mean_vae_mse_clean,median_vae_mse_clean,mean_vae_raw_mse_anchor,median_vae_raw_mse_anchor,mean_vae_raw_mse_clean,median_vae_raw_mse_clean,mean_vae_rel_mse_anchor,median_vae_rel_mse_anchor,mean_vae_rel_mse_clean,median_vae_rel_mse_clean,mean_vae_cos_anchor,median_vae_cos_anchor,mean_vae_cos_clean,median_vae_cos_clean,mean_zt_mse_anchor,median_zt_mse_anchor,mean_zt_mse_clean,median_zt_mse_clean,mean_zt_rel_mse_anchor,median_zt_rel_mse_anchor,mean_zt_rel_mse_clean,median_zt_rel_mse_clean,mean_zt_cos_anchor,median_zt_cos_anchor,mean_zt_cos_clean,median_zt_cos_clean,mean_amp_vae_anchor,median_amp_vae_anchor,mean_amp_vae_clean,median_amp_vae_clean,mean_amp_zt_anchor,median_amp_zt_anchor,mean_amp_zt_clean,median_amp_zt_clean,mean_amp_total_anchor,median_amp_total_anchor,mean_amp_total_clean,median_amp_total_clean,mean_detector_score_base,median_detector_score_base,mean_detector_score_anchor,median_detector_score_anchor,mean_detector_score_clean,median_detector_score_clean,mean_detector_score_delta_anchor,median_detector_score_delta_anchor,mean_detector_score_delta_clean,median_detector_score_delta_clean,mean_detector_threshold,median_detector_threshold,mean_bit_accuracy_base,median_bit_accuracy_base,mean_bit_accuracy_anchor,median_bit_accuracy_anchor,mean_bit_accuracy_clean,median_bit_accuracy_clean,mean_identification_accuracy_base,median_identification_accuracy_base,mean_identification_accuracy_anchor,median_identification_accuracy_anchor,mean_identification_accuracy_clean,median_identification_accuracy_clean,mean_runtime_ms,median_runtime_ms
1,1.0,1.0,1.0,0.15,0.15,0.0,0.0,512.0,512.0,512.0,512.0,4.788756268681027e-05,4.788756268681027e-05,1.4250532558435225e-06,1.4250532558435225e-06,43.19777266498963,43.19777266498963,0.9997129901661751,0.9997129901661751,58.46168905278774,58.46168905278774,0.9999918046097146,0.9999918046097146,0.01670922338962555,0.01670922338962555,0.0012935983249917626,0.0012935983249917626,0.5036141276359558,0.5036141276359558,0.03898891061544418,0.03898891061544418,0.02027129044368888,0.02027129044368888,0.0015693672142571742,0.0015693672142571742,0.9898126691860454,0.9898126691860454,0.9992151374561693,0.9992151374561693,0.14203649759292603,0.14203649759292603,0.008373045362532139,0.008373045362532139,0.14870463162284156,0.14870463162284156,0.00876613157390819,0.00876613157390819,0.9258274312129171,0.9258274312129171,0.9956186224594697,0.9956186224594697,348.92615333086553,348.92615333086553,907.7537361734006,907.7537361734006,8.50048468875061,8.50048468875061,6.472677951336076,6.472677951336076,2966.041424071179,2966.041424071179,5875.597597914572,5875.597597914572,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6484375,0.6484375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4515.421412885189,4515.421412885189
