diagnostic_alpha,num_images,mean_diff_rotation_error_deg,median_diff_rotation_error_deg,max_diff_rotation_error_deg,failure_rate_diff_rotation_error_gt_3deg,mean_diff_best_score,mean_diff_corr_margin
0.05,10,0.0005879834280733576,0.0006115730353997151,0.0011289194073356157,0.0,359.59369201660155,0.0
0.1,10,0.0006155938440144837,0.0006715233892293782,0.001119877238920708,0.0,359.6004638671875,0.0
0.2,10,0.0006280961643369664,0.0006137826713370487,0.0013973827326481114,0.0,359.61318359375,0.0
