method,alpha,attack_rotation_backend,attack_rotation_interpolation,attack_rotation_fill,correction_rotation_backend,correction_rotation_interpolation,correction_rotation_fill,num_samples,mean_rotation_error_deg,median_rotation_error_deg,max_rotation_error_deg,failure_rate_rotation_error_gt_1deg,failure_rate_rotation_error_gt_3deg,mean_psnr_anchor,mean_psnr_anchor_finite,median_psnr_anchor,num_inf_psnr_anchor,mean_ssim_anchor,median_ssim_anchor,mean_psnr_clean,mean_psnr_clean_finite,median_psnr_clean,num_inf_psnr_clean,mean_ssim_clean,median_ssim_clean,mean_runtime_ms
two_pair,0.15,torchvision,nearest,0.0,torchvision,bilinear,0.0,110,0.0234780584990729,0.019841599291353873,0.08255956454772218,0.0,0.0,46.598408585118456,46.598408585118456,46.54148490496236,0,0.9996504918491855,0.999648317399904,22.156143883249953,22.156143883249953,17.096895029887584,0,0.7651115036052449,0.7460165894827848,1403.08575975624
