diagnostic_alpha,num_images,mean_diff_rotation_error_deg,median_diff_rotation_error_deg,max_diff_rotation_error_deg,failure_rate_diff_rotation_error_gt_3deg,mean_diff_best_score,mean_diff_corr_margin
0.05,10,0.0005879877440236215,0.0006115480652510996,0.0011289430162833014,0.0,359.59369201660155,1.220703125e-05
0.1,10,0.0006156025411542032,0.0006715353816275638,0.0011199580950460586,0.0,359.60047302246096,9.1552734375e-06
0.2,10,0.0006281031260954251,0.0006137965310983873,0.0013973696125617607,0.0,359.6131988525391,2.13623046875e-05
