method,alpha,attack_rotation_backend,attack_rotation_interpolation,attack_rotation_fill,correction_rotation_backend,correction_rotation_interpolation,correction_rotation_fill,num_samples,mean_rotation_error_deg,median_rotation_error_deg,max_rotation_error_deg,failure_rate_rotation_error_gt_1deg,failure_rate_rotation_error_gt_3deg,mean_psnr_anchor,mean_psnr_anchor_finite,median_psnr_anchor,num_inf_psnr_anchor,mean_ssim_anchor,median_ssim_anchor,mean_psnr_clean,mean_psnr_clean_finite,median_psnr_clean,num_inf_psnr_clean,mean_ssim_clean,median_ssim_clean,mean_runtime_ms
two_pair,0.15,scipy,nearest,0.0,scipy,bilinear,0.0,110,0.015331834074238253,0.012716321439654621,0.06014748867812614,0.0,0.0,46.59840813868807,46.59840813868807,46.54148329693813,0,0.9996504918222294,0.9996483173484692,28.302836916291255,28.302836916291255,22.94066733397897,0,0.9032930042344034,0.9147213093626387,427.29832438582724
