diagnostic_alpha,num_images,mean_diff_rotation_error_deg,median_diff_rotation_error_deg,max_diff_rotation_error_deg,failure_rate_diff_rotation_error_gt_3deg,mean_diff_best_score,mean_diff_corr_margin
0.05,10,0.0003993453726820917,0.0004088616871911199,0.0007321502526451695,0.0,702.6120971679687,0.0
0.1,10,0.0004161591826573385,0.0004322577816822104,0.0007482435250381059,0.0,702.6711486816406,0.0
0.2,10,0.0004574514507396543,0.0004812123012527536,0.0007747081175466519,0.0,702.7655578613281,0.0
