image_id,image_path,alpha,rotation_gt_deg,rotation_gt_mod180_deg,rotation_hat_deg,rotation_hat_display_deg,rotation_error_deg,corr_shift_deg,corr_shift_display_deg,corr_shift_full_deg,corr_shift_full_deg_int,peak_refine_delta,corr_period_deg,best_score,top2_score,corr_margin,ambiguity_resolved,candidate_score_0,candidate_score_180,diff_corr_shift_deg,diff_rotation_hat_deg,diff_rotation_error_deg,diff_rot_corr_shift_deg,diff_rot_rotation_hat_deg,diff_rot_rotation_error_deg,theta_gt,raw_theta_shift,theta_attack_hat,theta_hat_raw,theta_hat,angle_sign,angle_error,angle_error_mod180,diff_theta_hat,diff_angle_error,diff_best_score,diff_corr_margin,diff_rot_theta_shift,diff_rot_attack_hat,diff_rot_attack_error,diff_rot_theta_hat,diff_rot_angle_error,diff_rot_best_score,diff_rot_corr_margin,psnr_anchor,ssim_anchor,psnr_clean,ssim_clean,vae_mse_anchor,vae_mse_clean,vae_mse_symmetric,vae_mse_clean_canonical,vae_mse_clean_predcorr,vae_mse_clean_oraclecorr,vae_mse_symmetric_canonical,vae_mse_symmetric_predcorr,vae_mse_symmetric_oraclecorr,vae_mse_roundtrip_oracle,vae_mse_anchor_removed_extra,vae_cos_anchor,vae_cos_clean,vae_cos_symmetric,vae_cos_clean_canonical,vae_cos_clean_predcorr,vae_cos_clean_oraclecorr,vae_cos_symmetric_canonical,vae_cos_symmetric_predcorr,vae_cos_symmetric_oraclecorr,vae_cos_roundtrip_oracle,runtime_ms
orientation_batch_00,datasets/synthetic_orientation_512/orientation_batch_00.png,0.15,5.0,5.0,4.998298221994787,4.998298221994787,0.0017017780052128728,175.0017017780052,-4.998298221994787,175.0017017780052,175.0,0.003403556010437779,180.0,425.09552001953125,425.09552001953125,0.0,False,nan,nan,179.99968711704446,0.00031288295554077195,0.00031288295554077195,175.0019698573761,4.99803014262389,0.00196985737611044,5.0,175.0017017780052,4.998298221994787,175.0017017780052,4.998298221994787,raw,0.0017017780052128728,0.0017017780052128728,0.00031288295554077195,0.00031288295554077195,703.1902465820312,0.0,175.0019698573761,4.99803014262389,0.00196985737611044,4.99803014262389,0.00196985737611044,622.7551879882812,0.0,47.01767188523924,0.9996812036760593,26.900945386172527,0.9672353414421986,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,711.3924343138933
orientation_batch_00,datasets/synthetic_orientation_512/orientation_batch_00.png,0.15,10.0,10.0,10.006808969677394,10.006808969677394,0.006808969677393861,169.9931910303226,-10.006808969677422,169.9931910303226,170.0,-0.013617939354783693,180.0,400.5548400878906,400.5548400878906,0.0,False,nan,nan,179.99968711704446,0.00031288295554077195,0.00031288295554077195,169.99741707271087,10.002582927289126,0.0025829272891257915,10.0,169.9931910303226,10.006808969677394,169.9931910303226,10.006808969677394,raw,0.006808969677393861,0.006808969677393861,0.00031288295554077195,0.00031288295554077195,703.1902465820312,0.0,169.99741707271087,10.002582927289126,0.0025829272891257915,10.002582927289126,0.0025829272891257915,617.4166870117188,0.0,47.01767188523924,0.9996812036760593,24.836919317078227,0.9468653335322846,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,638.9922071248293
orientation_batch_00,datasets/synthetic_orientation_512/orientation_batch_00.png,0.15,15.0,15.0,14.978274928475827,14.978274928475827,0.021725071524173245,165.02172507152417,-14.978274928475827,165.02172507152417,165.0,0.04345014304832995,180.0,401.28375244140625,401.28375244140625,0.0,False,nan,nan,179.99968711704446,0.00031288295554077195,0.00031288295554077195,165.00160862725707,14.99839137274293,0.0016086272570703386,15.0,165.02172507152417,14.978274928475827,165.02172507152417,14.978274928475827,raw,0.021725071524173245,0.021725071524173245,0.00031288295554077195,0.00031288295554077195,703.1902465820312,0.0,165.00160862725707,14.99839137274293,0.0016086272570703386,14.99839137274293,0.0016086272570703386,614.8829956054688,0.0,47.01767188523924,0.9996812036760593,23.32911611332101,0.9255819456180262,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,490.4709402471781
orientation_batch_00,datasets/synthetic_orientation_512/orientation_batch_00.png,0.15,30.0,30.0,29.999060782958793,29.999060782958793,0.00093921704120703,150.0009392170412,-29.999060782958793,150.0009392170412,150.0,0.0018784340824073828,180.0,328.0099792480469,328.0099792480469,0.0,False,nan,nan,179.99968711704446,0.00031288295554077195,0.00031288295554077195,150.00345954555755,29.996540454442453,0.003459545557547017,30.0,150.0009392170412,29.999060782958793,150.0009392170412,29.999060782958793,raw,0.00093921704120703,0.00093921704120703,0.00031288295554077195,0.00031288295554077195,703.1902465820312,0.0,150.00345954555755,29.996540454442453,0.003459545557547017,29.996540454442453,0.003459545557547017,590.6475219726562,0.0,47.01767188523924,0.9996812036760593,20.986337638781908,0.8787199854024007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,465.28178080916405
orientation_batch_00,datasets/synthetic_orientation_512/orientation_batch_00.png,0.15,45.0,45.0,44.990161550325695,44.990161550325695,0.009838449674305139,135.0098384496743,-44.990161550325695,135.0098384496743,135.0,0.019676899348593964,180.0,359.00384521484375,359.00384521484375,0.0,False,nan,nan,179.99968711704446,0.00031288295554077195,0.00031288295554077195,135.01253830875805,44.98746169124195,0.012538308758053063,45.0,135.0098384496743,44.990161550325695,135.0098384496743,44.990161550325695,raw,0.009838449674305139,0.009838449674305139,0.00031288295554077195,0.00031288295554077195,703.1902465820312,0.0,135.01253830875805,44.98746169124195,0.012538308758053063,44.98746169124195,0.012538308758053063,619.0533447265625,0.0,47.01767188523924,0.9996812036760593,20.72515857211171,0.8707112520740382,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,595.1746124774218
orientation_batch_00,datasets/synthetic_orientation_512/orientation_batch_00.png,0.15,60.0,60.0,59.99251427161836,59.99251427161835,0.007485728381638523,120.00748572838164,-59.99251427161835,120.00748572838164,120.0,0.014971456763272191,180.0,380.62164306640625,380.62164306640625,0.0,False,nan,nan,179.99968711704446,0.00031288295554077195,0.00031288295554077195,119.99666499783561,60.00333500216439,0.0033350021643911987,60.0,120.00748572838164,59.99251427161836,120.00748572838164,59.99251427161836,raw,0.007485728381638523,0.007485728381638523,0.00031288295554077195,0.00031288295554077195,703.1902465820312,0.0,119.99666499783561,60.00333500216439,0.0033350021643911987,60.00333500216439,0.0033350021643911987,618.284912109375,0.0,47.01767188523924,0.9996812036760593,20.94454343169423,0.8777838134922006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,633.5394270718098
orientation_batch_00,datasets/synthetic_orientation_512/orientation_batch_00.png,0.15,75.0,75.0,74.97365860647841,74.97365860647841,0.026341393521590817,105.02634139352159,-74.97365860647841,105.02634139352159,105.0,0.05268278704317582,180.0,376.4863586425781,376.4863586425781,0.0,False,nan,nan,179.99968711704446,0.00031288295554077195,0.00031288295554077195,105.0011131630909,74.9988868369091,0.001113163090906255,75.0,105.02634139352159,74.97365860647841,105.02634139352159,74.97365860647841,raw,0.026341393521590817,0.026341393521590817,0.00031288295554077195,0.00031288295554077195,703.1902465820312,0.0,105.0011131630909,74.9988868369091,0.001113163090906255,74.9988868369091,0.001113163090906255,624.0902099609375,0.0,47.01767188523924,0.9996812036760593,23.01618662777357,0.9199809886987113,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,643.1685909628868
orientation_batch_00,datasets/synthetic_orientation_512/orientation_batch_00.png,0.15,90.0,90.0,89.99841390369198,89.99841390369198,0.0015860963080172041,90.00158609630802,-89.99841390369198,90.00158609630802,90.0,0.0031721926159947633,180.0,579.4879760742188,579.4879760742188,0.0,False,nan,nan,179.99968711704446,0.00031288295554077195,0.00031288295554077195,89.99968687807682,90.00031312192318,0.00031312192318466714,90.0,90.00158609630802,89.99841390369198,90.00158609630802,89.99841390369198,raw,0.0015860963080172041,0.0015860963080172041,0.00031288295554077195,0.00031288295554077195,703.1902465820312,0.0,89.99968687807682,90.00031312192318,0.00031312192318466714,90.00031312192318,0.00031312192318466714,703.190185546875,0.0,47.01767188523924,0.9996812036760593,67.42371302667283,0.9999971601590726,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,572.8407092392445
orientation_batch_00,datasets/synthetic_orientation_512/orientation_batch_00.png,0.15,120.0,120.0,119.99906127734337,-60.00093872265663,0.0009387226566275331,60.000938722656635,60.00093872265663,60.000938722656635,60.0,0.0018774453132698863,180.0,328.010986328125,328.010986328125,0.0,False,nan,nan,179.99968711704446,0.00031288295554077195,0.00031288295554077195,60.003459864278874,119.99654013572112,0.0034598642788807865,120.0,60.000938722656635,119.99906127734337,60.000938722656635,119.99906127734337,raw,0.0009387226566275331,0.0009387226566275331,0.00031288295554077195,0.00031288295554077195,703.1902465820312,0.0,60.003459864278874,119.99654013572112,0.0034598642788807865,119.99654013572112,0.0034598642788807865,590.6477661132812,0.0,47.01767188523924,0.9996812036760593,20.986337638781908,0.8787199836566323,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,623.5411874949932
orientation_batch_00,datasets/synthetic_orientation_512/orientation_batch_00.png,0.15,150.0,150.0,149.99251375901977,-30.007486240980228,0.007486240980227876,30.007486240980224,30.007486240980228,30.007486240980224,30.0,0.014972481960448402,180.0,380.62152099609375,380.62152099609375,0.0,False,nan,nan,179.99968711704446,0.00031288295554077195,0.00031288295554077195,29.9966650059765,150.0033349940235,0.003334994023504123,150.0,30.007486240980224,149.99251375901977,30.007486240980224,149.99251375901977,raw,0.007486240980227876,0.007486240980227876,0.00031288295554077195,0.00031288295554077195,703.1902465820312,0.0,29.9966650059765,150.0033349940235,0.003334994023504123,150.0033349940235,0.003334994023504123,618.2847900390625,0.0,47.01767188523924,0.9996812036760593,20.94454343169423,0.8777838107201861,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,579.9274444580078
