method,alpha,attack_rotation_backend,attack_rotation_interpolation,attack_rotation_fill,correction_rotation_backend,correction_rotation_interpolation,correction_rotation_fill,num_samples,mean_rotation_error_deg,median_rotation_error_deg,max_rotation_error_deg,failure_rate_rotation_error_gt_1deg,failure_rate_rotation_error_gt_3deg,mean_psnr_anchor,mean_psnr_anchor_finite,median_psnr_anchor,num_inf_psnr_anchor,mean_ssim_anchor,median_ssim_anchor,mean_psnr_clean,mean_psnr_clean_finite,median_psnr_clean,num_inf_psnr_clean,mean_ssim_clean,median_ssim_clean,mean_psnr_anchor_rotated,median_psnr_anchor_rotated,mean_ssim_anchor_rotated,median_ssim_anchor_rotated,mean_psnr_corr_anchor_vs_corr_original,median_psnr_corr_anchor_vs_corr_original,mean_ssim_corr_anchor_vs_corr_original,median_ssim_corr_anchor_vs_corr_original,mean_psnr_clean_predcorr_vs_roundtrip_pred,median_psnr_clean_predcorr_vs_roundtrip_pred,mean_ssim_clean_predcorr_vs_roundtrip_pred,median_ssim_clean_predcorr_vs_roundtrip_pred,mean_psnr_oraclecorr_anchor_vs_roundtrip_oracle,median_psnr_oraclecorr_anchor_vs_roundtrip_oracle,mean_ssim_oraclecorr_anchor_vs_roundtrip_oracle,median_ssim_oraclecorr_anchor_vs_roundtrip_oracle,mean_psnr_clean_oraclecorr_vs_roundtrip_oracle,median_psnr_clean_oraclecorr_vs_roundtrip_oracle,mean_ssim_clean_oraclecorr_vs_roundtrip_oracle,median_ssim_clean_oraclecorr_vs_roundtrip_oracle,mean_psnr_clean_canonical,median_psnr_clean_canonical,mean_ssim_clean_canonical,median_ssim_clean_canonical,mean_psnr_postattack_clean_to_original,median_psnr_postattack_clean_to_original,mean_ssim_postattack_clean_to_original,median_ssim_postattack_clean_to_original,mean_runtime_ms
two_pair,0.15,torchvision,nearest,0.0,torchvision,bilinear,0.0,110,0.023478489327431552,0.01986227765931403,0.08254256866672449,0.0,0.0,46.59840813868807,46.59840813868807,46.54148329693813,0,0.9996504918222294,0.9996483173484692,22.156536368333615,22.156536368333615,17.096880996735013,0,0.7651115438609165,0.7460164061575276,47.39377778675972,47.602661121829414,0.999776841487583,0.9998036915045647,48.204865237031875,48.45239708814447,0.999812885035347,0.9998391101356745,50.53619559178074,50.119085236480835,0.9998937606103188,0.9999014495657219,48.1387640690539,48.44191503172425,0.9998063930924284,0.9998389517174601,51.468137782782065,50.11923012134758,0.9999020254923064,0.9999014528056963,70.80695671585329,70.73445576762887,0.9999986756901643,0.9999986385209763,22.156536368333615,17.096880996735013,0.7651115438609165,0.7460164061575276,316.17512262680316
