method,alpha,num_samples,mean_rotation_error_deg,median_rotation_error_deg,max_rotation_error_deg,failure_rate_rotation_error_gt_1deg,failure_rate_rotation_error_gt_3deg,mean_psnr_anchor,mean_psnr_anchor_finite,median_psnr_anchor,num_inf_psnr_anchor,mean_ssim_anchor,median_ssim_anchor,mean_psnr_clean,mean_psnr_clean_finite,median_psnr_clean,num_inf_psnr_clean,mean_ssim_clean,median_ssim_clean,mean_runtime_ms
two_pair,0.15,110,0.013757792704282807,0.009415985452235986,0.04791301655311031,0.0,0.0,46.81310595983257,46.81310595983257,46.76463921442732,0,0.9996676718361744,0.9996663785251122,29.86611167757655,29.86611167757655,23.002881961921517,0,0.9215417096897374,0.9200029290493222,467.11034488610244
