image_id,image_path,alpha,method,key,height,width,pixel_mse_anchor,pixel_mse_clean,psnr_anchor,ssim_anchor,psnr_clean,ssim_clean,vae_mse_anchor,vae_mse_clean,vae_raw_mse_anchor,vae_raw_mse_clean,vae_rel_mse_anchor,vae_rel_mse_clean,vae_cos_anchor,vae_cos_clean,zt_mse_anchor,zt_mse_clean,zt_rel_mse_anchor,zt_rel_mse_clean,zt_cos_anchor,zt_cos_clean,amp_vae_anchor,amp_vae_clean,amp_zt_anchor,amp_zt_clean,amp_total_anchor,amp_total_clean,detector_score_base,detector_score_anchor,detector_score_clean,detector_score_delta_anchor,detector_score_delta_clean,detector_success_base,detector_success_anchor,detector_success_clean,detector_threshold,score_higher_is_better,bit_accuracy_base,bit_accuracy_anchor,bit_accuracy_clean,identification_accuracy_base,identification_accuracy_anchor,identification_accuracy_clean,runtime_ms
000000,datasets/gaussian_shading_sd15_512_smoke/images/000000.png,0.15,two_pair,0,512,512,4.788756268681027e-05,1.4250532558435225e-06,43.19777266498963,0.9997129901661751,58.46168905278774,0.9999918046097146,0.01670922338962555,0.0012935983249917626,0.5036141276359558,0.03898891061544418,0.02027129044368888,0.0015693672142571742,0.9898126691860454,0.9992151374561693,0.14203649759292603,0.008373045362532139,0.14870463162284156,0.00876613157390819,0.9258274312129171,0.9956186224594697,348.92615333086553,907.7537361734006,8.50048468875061,6.472677951336076,2966.041424071179,5875.597597914572,1.0,1.0,1.0,0.0,0.0,True,True,True,0.6484375,True,1.0,1.0,1.0,1.0,1.0,1.0,4515.421412885189
