method,alpha,attack_rotation_backend,attack_rotation_interpolation,attack_rotation_fill,correction_rotation_backend,correction_rotation_interpolation,correction_rotation_fill,num_samples,mean_rotation_error_deg,median_rotation_error_deg,max_rotation_error_deg,failure_rate_rotation_error_gt_1deg,failure_rate_rotation_error_gt_3deg,mean_psnr_anchor,mean_psnr_anchor_finite,median_psnr_anchor,num_inf_psnr_anchor,mean_ssim_anchor,median_ssim_anchor,mean_psnr_clean,mean_psnr_clean_finite,median_psnr_clean,num_inf_psnr_clean,mean_ssim_clean,median_ssim_clean,mean_psnr_anchor_rotated,median_psnr_anchor_rotated,mean_ssim_anchor_rotated,median_ssim_anchor_rotated,mean_psnr_corr_anchor_vs_corr_original,median_psnr_corr_anchor_vs_corr_original,mean_ssim_corr_anchor_vs_corr_original,median_ssim_corr_anchor_vs_corr_original,mean_psnr_clean_predcorr_vs_roundtrip_pred,median_psnr_clean_predcorr_vs_roundtrip_pred,mean_ssim_clean_predcorr_vs_roundtrip_pred,median_ssim_clean_predcorr_vs_roundtrip_pred,mean_psnr_oraclecorr_anchor_vs_roundtrip_oracle,median_psnr_oraclecorr_anchor_vs_roundtrip_oracle,mean_ssim_oraclecorr_anchor_vs_roundtrip_oracle,median_ssim_oraclecorr_anchor_vs_roundtrip_oracle,mean_psnr_clean_oraclecorr_vs_roundtrip_oracle,median_psnr_clean_oraclecorr_vs_roundtrip_oracle,mean_ssim_clean_oraclecorr_vs_roundtrip_oracle,median_ssim_clean_oraclecorr_vs_roundtrip_oracle,mean_psnr_clean_canonical,median_psnr_clean_canonical,mean_ssim_clean_canonical,median_ssim_clean_canonical,mean_psnr_postattack_clean_to_original,median_psnr_postattack_clean_to_original,mean_ssim_postattack_clean_to_original,median_ssim_postattack_clean_to_original,mean_runtime_ms
two_pair,0.15,torchvision,nearest,0.0,torchvision,bilinear,0.0,110,0.0234780584990729,0.019841599291353873,0.08255956454772218,0.0,0.0,46.598408585118456,46.598408585118456,46.54148490496236,0,0.9996504918491855,0.999648317399904,22.156143883249953,22.156143883249953,17.096895029887584,0,0.7651115036052449,0.7460165894827848,47.3937806911571,47.6026808749994,0.9997768418307387,0.9998036916011438,48.204897433587895,48.45252760717847,0.9998128863823454,0.999839114005455,50.5362024610949,50.119094388629065,0.999893759878823,0.9999014509496458,48.13877329046263,48.44194790628407,0.9998063935714135,0.9998389519536715,51.46813636274233,50.11921388207108,0.9999020255342298,0.9999014530639272,70.8069261648165,70.73443439759592,0.9999986756795322,0.9999986385099172,22.156143883249953,17.096895029887584,0.7651115036052449,0.7460165894827848,1084.2391460795295
