num_images,success_rate_base,success_rate_anchor,success_rate_clean,mean_alpha,median_alpha,mean_key,median_key,mean_height,median_height,mean_width,median_width,mean_gs_seed,median_gs_seed,mean_pixel_mse_anchor,median_pixel_mse_anchor,mean_pixel_mse_clean,median_pixel_mse_clean,mean_psnr_anchor,median_psnr_anchor,mean_ssim_anchor,median_ssim_anchor,mean_psnr_clean,median_psnr_clean,mean_ssim_clean,median_ssim_clean,mean_vae_mse_anchor,median_vae_mse_anchor,mean_vae_mse_clean,median_vae_mse_clean,mean_vae_raw_mse_anchor,median_vae_raw_mse_anchor,mean_vae_raw_mse_clean,median_vae_raw_mse_clean,mean_vae_rel_mse_anchor,median_vae_rel_mse_anchor,mean_vae_rel_mse_clean,median_vae_rel_mse_clean,mean_vae_cos_anchor,median_vae_cos_anchor,mean_vae_cos_clean,median_vae_cos_clean,mean_zt_mse_anchor,median_zt_mse_anchor,mean_zt_mse_clean,median_zt_mse_clean,mean_zt_rel_mse_anchor,median_zt_rel_mse_anchor,mean_zt_rel_mse_clean,median_zt_rel_mse_clean,mean_zt_cos_anchor,median_zt_cos_anchor,mean_zt_cos_clean,median_zt_cos_clean,mean_amp_vae_anchor,median_amp_vae_anchor,mean_amp_vae_clean,median_amp_vae_clean,mean_amp_zt_anchor,median_amp_zt_anchor,mean_amp_zt_clean,median_amp_zt_clean,mean_amp_total_anchor,median_amp_total_anchor,mean_amp_total_clean,median_amp_total_clean,mean_detector_score_base,median_detector_score_base,mean_detector_score_anchor,median_detector_score_anchor,mean_detector_score_clean,median_detector_score_clean,mean_detector_score_delta_anchor,median_detector_score_delta_anchor,mean_detector_score_delta_clean,median_detector_score_delta_clean,mean_detector_threshold,median_detector_threshold,mean_bit_accuracy_base,median_bit_accuracy_base,mean_bit_accuracy_anchor,median_bit_accuracy_anchor,mean_bit_accuracy_clean,median_bit_accuracy_clean,mean_identification_accuracy_base,median_identification_accuracy_base,mean_identification_accuracy_anchor,median_identification_accuracy_anchor,mean_identification_accuracy_clean,median_identification_accuracy_clean,mean_runtime_ms,median_runtime_ms
10,1.0,1.0,1.0,0.14999999999999997,0.15,0.0,0.0,512.0,512.0,512.0,512.0,4.5,4.5,2.7158777538716094e-05,2.4950067199824844e-05,3.8860077040446036e-07,2.688150217977636e-07,46.822152770594485,46.192093772237776,0.9997969424798061,0.9998422898606871,inf,66.11117089376003,0.9999974887900679,0.9999981319408751,0.016386254131793974,0.01680748537182808,0.0008692990754333608,0.00014933336933609098,0.49387983456254003,0.5065757036209106,0.0262005750508024,0.004500890150666237,0.020828067022629453,0.021971636521575445,0.0010452242166993672,0.00019172488411728966,0.9895355792776084,0.9889641899600771,0.9994769614592738,0.9999042439862913,0.1490451104938984,0.1370607241988182,0.005489271779697447,0.0012920420849695802,0.15720777135960143,0.14336362483820153,0.005748434169812747,0.0013438842738984881,0.9218234400770872,0.9284702126845845,0.9971296164203363,0.9993281380010169,745.1832499098899,769.874486542402,7406.988578647093,945.880351204922,9.049806625640265,8.438066639417354,18.08730877906675,8.612660124995978,6424.55125850715,5978.16702751128,574711.263044237,4984.9463183886255,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6484375,0.6484375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4732.268686592579,4615.09557440877
