method,alpha,num_samples,mean_rotation_error_deg,median_rotation_error_deg,max_rotation_error_deg,failure_rate_rotation_error_gt_1deg,failure_rate_rotation_error_gt_3deg,mean_psnr_anchor,mean_psnr_anchor_finite,median_psnr_anchor,num_inf_psnr_anchor,mean_ssim_anchor,median_ssim_anchor,mean_psnr_clean,mean_psnr_clean_finite,median_psnr_clean,num_inf_psnr_clean,mean_ssim_clean,median_ssim_clean,mean_runtime_ms
two_pair,0.15,110,0.4636363636363638,0.0,1.0000000000000142,0.00909090909090909,0.0,46.57299244971673,46.57299244971673,46.51631956503787,0,0.999648424452893,0.9996462528304135,20.770796209568875,20.770796209568875,20.418142117308875,0,0.8589465445949108,0.8541793875308175,462.7654469487342
