num_images,mean_pixel_mse_anchor,median_pixel_mse_anchor,mean_pixel_mse_clean,median_pixel_mse_clean,mean_psnr_anchor,median_psnr_anchor,mean_psnr_clean,median_psnr_clean,mean_ssim_anchor,median_ssim_anchor,mean_ssim_clean,median_ssim_clean,mean_lpips_anchor,median_lpips_anchor,mean_lpips_clean,median_lpips_clean,mean_clip_score_baseline,median_clip_score_baseline,mean_clip_score_anchor,median_clip_score_anchor,mean_clip_score_clean,median_clip_score_clean,mean_clip_score_delta_anchor,median_clip_score_delta_anchor,mean_clip_score_delta_clean,median_clip_score_delta_clean,finite_mean_psnr_anchor,finite_mean_psnr_clean,fid_baseline_vs_reference,fid_anchor_vs_reference,fid_clean_vs_reference,fid_anchor_vs_baseline,fid_clean_vs_baseline
10,2.7158777538716094e-05,2.4950067199824844e-05,3.8860077040446036e-07,2.688150217977636e-07,46.822152770594485,46.192093772237776,inf,66.11117089376003,0.9997969424798061,0.9998422898606871,0.9999974887900679,0.9999981319408751,nan,nan,nan,nan,0.23882629722356796,0.24406427145004272,0.23980093598365784,0.2487468346953392,0.2392895519733429,0.24538663029670715,0.0009746387600898743,0.0016610994935035706,0.00046325474977493286,5.7369470596313477e-05,46.822152770594485,66.85292748461522,nan,nan,nan,nan,nan
