method,alpha,num_samples,mean_angle_error,median_angle_error,max_angle_error,failure_rate_error_gt_1deg,failure_rate_error_gt_3deg,mean_angle_error_mod180,failure_rate_mod180_error_gt_3deg,mean_psnr_anchor,mean_psnr_anchor_finite,median_psnr_anchor,num_inf_psnr_anchor,mean_ssim_anchor,median_ssim_anchor,mean_psnr_clean,mean_psnr_clean_finite,median_psnr_clean,num_inf_psnr_clean,mean_ssim_clean,median_ssim_clean,mean_runtime_ms,selected_angle_sign
two_pair,0.15,110,0.9090909090909103,1.0,1.0000000000000142,0.08181818181818182,0.0,0.9090909090909103,0.0,43.61498185420433,43.61498185420433,43.65216832690347,0,0.9992496410988521,0.9992523306324996,20.911584705650682,20.911584705650682,20.934779515376942,0,0.8569756726332535,0.8574127414594399,3916.420539857989,raw
