image_id,image_path,alpha,theta_gt,raw_theta_shift,theta_attack_hat,theta_hat_raw,theta_hat,angle_sign,angle_error,angle_error_mod180,best_score,top2_score,corr_margin,ambiguity_resolved,candidate_score_0,candidate_score_180,diff_theta_hat,diff_angle_error,diff_best_score,diff_corr_margin,diff_rot_theta_shift,diff_rot_attack_hat,diff_rot_attack_error,diff_rot_theta_hat,diff_rot_angle_error,diff_rot_best_score,diff_rot_corr_margin,psnr_anchor,ssim_anchor,psnr_clean,ssim_clean,vae_mse_anchor,vae_mse_clean,vae_mse_symmetric,vae_mse_clean_canonical,vae_mse_clean_predcorr,vae_mse_clean_oraclecorr,vae_mse_symmetric_canonical,vae_mse_symmetric_predcorr,vae_mse_symmetric_oraclecorr,vae_mse_roundtrip_oracle,vae_mse_anchor_removed_extra,vae_cos_anchor,vae_cos_clean,vae_cos_symmetric,vae_cos_clean_canonical,vae_cos_clean_predcorr,vae_cos_clean_oraclecorr,vae_cos_symmetric_canonical,vae_cos_symmetric_predcorr,vae_cos_symmetric_oraclecorr,vae_cos_roundtrip_oracle,runtime_ms
orientation_batch_00,datasets/synthetic_orientation_512/orientation_batch_00.png,0.15,5.0,176.0,4.0,176.0,4.0,raw,1.0,1.0,142.40687561035156,142.40687561035156,0.0,False,nan,nan,0.0,0.0,258.5009765625,0.0,175.0,5.0,0.0,5.0,0.0,246.78314208984375,0.0,43.87017429930397,0.9992877995612606,21.247250778547784,0.8698997941747159,0.7162989974021912,9.046891500474885e-05,0.43613168597221375,9.046891500474885e-05,6.6227874755859375,1.7401351928710938,0.43613168597221375,6.43257999420166,2.019465446472168,1.772228717803955,-0.03209352493286133,0.9839686150709833,0.999997992462993,0.990370491087017,0.999997992462993,0.8540714212130985,0.9621488066640794,0.990370491087017,0.8569180154948307,0.9551678530766777,0.9615854782637967,4382.981630042195
orientation_batch_00,datasets/synthetic_orientation_512/orientation_batch_00.png,0.15,10.0,171.0,9.0,171.0,9.0,raw,1.0,1.0,140.5899200439453,140.5899200439453,0.0,False,nan,nan,0.0,0.0,258.5009765625,0.0,170.0,10.0,0.0,10.0,0.0,239.59999084472656,0.0,43.87017429930397,0.9992877995612606,20.95122035268229,0.8605470284221104,0.7162989974021912,9.046891500474885e-05,0.43613168597221375,9.046891500474885e-05,7.109225749969482,3.059511423110962,0.43613168597221375,6.976414680480957,3.193904399871826,2.9406957626342773,0.11881566047668457,0.9839686150709833,0.999997992462993,0.990370491087017,0.999997992462993,0.8431176632331417,0.9330143707619638,0.990370491087017,0.8445317522926395,0.9287862321132031,0.9360007257393061,4066.7958967387676
orientation_batch_00,datasets/synthetic_orientation_512/orientation_batch_00.png,0.15,15.0,166.0,14.0,166.0,14.0,raw,1.0,1.0,107.70277404785156,107.70277404785156,0.0,False,nan,nan,0.0,0.0,258.5009765625,0.0,165.0,15.0,0.0,15.0,0.0,244.35659790039062,0.0,43.87017429930397,0.9992877995612606,20.513571401698215,0.8465520436425823,0.7162989974021912,9.046891500474885e-05,0.43613168597221375,9.046891500474885e-05,7.796022415161133,4.088383674621582,0.43613168597221375,7.778058052062988,4.272951126098633,4.053377628326416,0.035006046295166016,0.9839686150709833,0.999997992462993,0.990370491087017,0.999997992462993,0.8278700510039172,0.9098879159056735,0.990370491087017,0.8268289041076687,0.9043898578165118,0.9113606878944771,3952.7234993875027
orientation_batch_00,datasets/synthetic_orientation_512/orientation_batch_00.png,0.15,30.0,151.0,29.0,151.0,29.0,raw,1.0,1.0,84.85582733154297,84.85582733154297,0.0,False,nan,nan,0.0,0.0,258.5009765625,0.0,151.0,29.0,1.0,29.0,1.0,229.123046875,0.0,43.87017429930397,0.9992877995612606,19.47075052897582,0.8129155912961273,0.7162989974021912,9.046891500474885e-05,0.43613168597221375,9.046891500474885e-05,9.611122131347656,6.22367000579834,0.43613168597221375,9.590044021606445,6.306583881378174,6.067198753356934,0.15647125244140625,0.9839686150709833,0.999997992462993,0.990370491087017,0.999997992462993,0.7862998168838068,0.8619012896349457,0.990370491087017,0.7850421808476493,0.8579565799771043,0.8665833172468383,3943.7058195471764
orientation_batch_00,datasets/synthetic_orientation_512/orientation_batch_00.png,0.15,45.0,136.0,44.0,136.0,44.0,raw,1.0,1.0,98.7001953125,98.7001953125,0.0,False,nan,nan,0.0,0.0,258.5009765625,0.0,135.0,45.0,0.0,45.0,0.0,231.95042419433594,0.0,43.87017429930397,0.9992877995612606,19.39952009747301,0.8084976342153137,0.7162989974021912,9.046891500474885e-05,0.43613168597221375,9.046891500474885e-05,9.701316833496094,6.593750476837158,0.43613168597221375,9.613576889038086,6.674989700317383,6.220531463623047,0.37321901321411133,0.9839686150709833,0.999997992462993,0.990370491087017,0.999997992462993,0.7848916438061625,0.8549228786696449,0.990370491087017,0.7851542604205745,0.8509724161361175,0.8642477310507443,4072.9358047246933
orientation_batch_00,datasets/synthetic_orientation_512/orientation_batch_00.png,0.15,60.0,121.00000000000001,58.999999999999986,121.00000000000001,58.999999999999986,raw,1.0000000000000142,1.0000000000000142,105.86457824707031,105.86457824707031,0.0,False,nan,nan,0.0,0.0,258.5009765625,0.0,120.0,60.0,0.0,60.0,0.0,233.80186462402344,0.0,43.87017429930397,0.9992877995612606,19.419614148764722,0.8107576576049356,0.7162989974021912,9.046891500474885e-05,0.43613168597221375,9.046891500474885e-05,10.141250610351562,6.651473522186279,0.43613168597221375,10.096233367919922,6.801451683044434,6.484527587890625,0.1669459342956543,0.9839686150709833,0.999997992462993,0.990370491087017,0.999997992462993,0.7748929843194909,0.8524358931661895,0.990370491087017,0.7739998185926499,0.8467757366570545,0.8574880027859283,4104.105684906244
orientation_batch_00,datasets/synthetic_orientation_512/orientation_batch_00.png,0.15,75.0,106.0,74.0,106.0,74.0,raw,1.0,1.0,157.3867645263672,157.3867645263672,0.0,False,nan,nan,0.0,0.0,258.5009765625,0.0,106.0,74.0,1.0,74.0,1.0,244.71484375,0.0,43.87017429930397,0.9992877995612606,20.173161741017836,0.8352468102468565,0.7162989974021912,9.046891500474885e-05,0.43613168597221375,9.046891500474885e-05,8.490402221679688,4.496989727020264,0.43613168597221375,8.44904613494873,4.640095233917236,4.471323013305664,0.02566671371459961,0.9839686150709833,0.999997992462993,0.990370491087017,0.999997992462993,0.8115026194866037,0.900757037019093,0.990370491087017,0.8107014833744554,0.8960163565446034,0.902073260975819,4066.40730984509
orientation_batch_00,datasets/synthetic_orientation_512/orientation_batch_00.png,0.15,90.0,91.0,89.0,91.0,89.0,raw,1.0,1.0,175.60928344726562,175.60928344726562,0.0,False,nan,nan,0.0,0.0,258.5009765625,0.0,90.0,90.0,0.0,90.0,0.0,258.5008544921875,0.0,43.87017429930397,0.9992877995612606,21.155319351514358,0.8692599304682601,0.7162989974021912,9.046891500474885e-05,0.43613168597221375,9.046891500474885e-05,6.268385887145996,9.051377128344029e-05,0.43613168597221375,5.986337661743164,0.43613100051879883,4.747034709762232e-11,9.05137238130932e-05,0.9839686150709833,0.999997992462993,0.990370491087017,0.999997992462993,0.8607260758169621,0.9999979914714544,0.990370491087017,0.8653083460445331,0.9903705053487366,0.9999999999989492,4037.94227167964
orientation_batch_00,datasets/synthetic_orientation_512/orientation_batch_00.png,0.15,120.0,61.0,119.0,61.0,119.0,raw,1.0,1.0,84.85586547851562,84.85586547851562,0.0,False,nan,nan,0.0,0.0,258.5009765625,0.0,61.0,119.0,1.0,119.0,1.0,229.12330627441406,0.0,43.87017429930397,0.9992877995612606,19.47075052897582,0.8129155912961273,0.7162989974021912,9.046891500474885e-05,0.43613168597221375,9.046891500474885e-05,9.611122131347656,6.22367000579834,0.43613168597221375,9.590044021606445,6.306583881378174,6.067198753356934,0.15647125244140625,0.9839686150709833,0.999997992462993,0.990370491087017,0.999997992462993,0.7862998168838068,0.8619012896349457,0.990370491087017,0.7850421808476493,0.8579565799771043,0.866583318399828,4157.992174848914
orientation_batch_00,datasets/synthetic_orientation_512/orientation_batch_00.png,0.15,150.0,31.0,149.0,31.0,149.0,raw,1.0,1.0,105.86459350585938,105.86459350585938,0.0,False,nan,nan,0.0,0.0,258.5009765625,0.0,30.0,150.0,0.0,150.0,0.0,233.8018035888672,0.0,43.87017429930397,0.9992877995612606,19.419614148764722,0.8107576576049356,0.7162989974021912,9.046891500474885e-05,0.43613168597221375,9.046891500474885e-05,10.141250610351562,6.651473522186279,0.43613168597221375,10.096233367919922,6.801451683044434,6.484527111053467,0.1669464111328125,0.9839686150709833,0.999997992462993,0.990370491087017,0.999997992462993,0.7748929843194909,0.8524358931661895,0.990370491087017,0.7739998185926499,0.8467757366570545,0.8574879991189845,4024.410642683506
